search_code,code,name
tse_035089.tw,035089,新光鋼凱基11購01
tse_035090.tw,035090,友達凱基11購05
tse_035091.tw,035091,長榮凱基11購03
tse_035092.tw,035092,長榮凱基11購04
tse_035093.tw,035093,長榮凱基11購05
tse_035094.tw,035094,裕民凱基11購01
tse_035095.tw,035095,榮運凱基11購01
tse_035096.tw,035096,萬海凱基11購03
tse_035097.tw,035097,台驊控凱基11購01
tse_035098.tw,035098,群創凱基11購05
tse_035099.tw,035099,元翎凱基11購01
tse_035100.tw,035100,大成鋼元大0B購13
tse_035101.tw,035101,鴻海元大0C購14
tse_035102.tw,035102,旺宏元大0C購03
tse_035103.tw,035103,長榮元大0B購20
tse_035104.tw,035104,裕民元大0B購06
tse_035105.tw,035105,富邦金元大0C購03
tse_035106.tw,035106,國泰金元大0B購04
tse_035107.tw,035107,開發金元大0B購04
tse_035108.tw,035108,愛普元大12購01
tse_035109.tw,035109,世紀鋼元大0B購03
tse_035110.tw,035110,國喬兆豐0C購02
tse_035111.tw,035111,中石化兆豐0C購03
tse_035112.tw,035112,鴻海兆豐0C購02
tse_035113.tw,035113,國巨兆豐12購01
tse_035114.tw,035114,台積電兆豐0B購03
tse_035115.tw,035115,旺宏兆豐0B購02
tse_035116.tw,035116,宏碁兆豐12購01
tse_035117.tw,035117,聯發科兆豐0B購03
tse_035118.tw,035118,亞聚永豐0B購02
tse_035119.tw,035119,美時永豐0B購01
tse_035120.tw,035120,鴻海永豐0B購01
tse_035121.tw,035121,華碩永豐0B購02
tse_035122.tw,035122,長榮永豐0B購05
tse_035123.tw,035123,長榮永豐0B購06
tse_035124.tw,035124,聯詠永豐0B購02
tse_035125.tw,035125,臺股指永豐0B購01
tse_035126.tw,035126,華新統一0C購04
tse_035127.tw,035127,華新統一0C購05
tse_035128.tw,035128,中鋼統一0B購04
tse_035129.tw,035129,中鋼統一0B購05
tse_03512B.tw,03512B,臺股指凱基0C熊43
tse_035130.tw,035130,中鋼統一0C購14
tse_035131.tw,035131,中鋼統一11購06
tse_035132.tw,035132,大成鋼統一0B購07
tse_035133.tw,035133,大成鋼統一0C購05
tse_035134.tw,035134,大成鋼統一0C購06
tse_035135.tw,035135,友達統一0B購10
tse_035136.tw,035136,友達統一0B購11
tse_035137.tw,035137,友達統一0B購12
tse_035138.tw,035138,友達統一0C購07
tse_035139.tw,035139,友達統一0C購08
tse_03513B.tw,03513B,臺股指凱基0C熊44
tse_035140.tw,035140,友達統一11購04
tse_035141.tw,035141,長榮統一0B購12
tse_035142.tw,035142,長榮統一0C購15
tse_035143.tw,035143,長榮統一0C購16
tse_035144.tw,035144,長榮統一0C購17
tse_035145.tw,035145,長榮統一0C購18
tse_035146.tw,035146,裕民統一0B購04
tse_035147.tw,035147,萬海統一0B購02
tse_035148.tw,035148,萬海統一0B購03
tse_035149.tw,035149,萬海統一0C購07
tse_03514B.tw,03514B,臺股指元大14熊01
tse_035150.tw,035150,萬海統一0C購08
tse_035151.tw,035151,群創統一0B購14
tse_035152.tw,035152,群創統一0B購15
tse_035153.tw,035153,群創統一0C購12
tse_035154.tw,035154,群創統一0C購13
tse_035155.tw,035155,群創統一11購06
tse_035156.tw,035156,台玻國票0C購04
tse_035157.tw,035157,中鋼國票0C購05
tse_035158.tw,035158,東鋼國票11購01
tse_035159.tw,035159,新光鋼國票0C購01
tse_03515B.tw,03515B,臺股指元大11熊11
tse_035160.tw,035160,鴻海國票11購02
tse_035161.tw,035161,鴻海國票11購03
tse_035162.tw,035162,國巨國票0B購05
tse_035163.tw,035163,國巨國票0B購06
tse_035164.tw,035164,技嘉國票0B購01
tse_035165.tw,035165,友達國票0B購05
tse_035166.tw,035166,友達國票0C購04
tse_035167.tw,035167,奇力新國票0B購01
tse_035168.tw,035168,宏達電國票0B購02
tse_035169.tw,035169,長榮國票12購01
tse_03516B.tw,03516B,臺股指元大13熊23
tse_035170.tw,035170,長榮國票12購02
tse_035171.tw,035171,長榮國票12購03
tse_035172.tw,035172,萬海國票12購01
tse_035173.tw,035173,長榮航國票0B購05
tse_035174.tw,035174,中信金國票0B購02
tse_035175.tw,035175,群創國票0B購05
tse_035176.tw,035176,群創國票0C購01
tse_035177.tw,035177,T50反1元富12購13
tse_035178.tw,035178,滬深2X元富15購01
tse_035179.tw,035179,南紡元富0B購04
tse_03517B.tw,03517B,臺股指凱基11熊17
tse_035180.tw,035180,大亞元富0B購03
tse_035181.tw,035181,上銀元富0B購03
tse_035182.tw,035182,裕隆元富0B購01
tse_035183.tw,035183,鴻海元富12購12
tse_035184.tw,035184,鴻海元富12購13
tse_035185.tw,035185,國巨元富12購09
tse_035186.tw,035186,國巨元富12購10
tse_035187.tw,035187,台積電元富12購18
tse_035188.tw,035188,台積電元富12購19
tse_035189.tw,035189,旺宏元富0B購03
tse_03518B.tw,03518B,臺股指凱基11熊18
tse_035190.tw,035190,華邦電元富0C購03
tse_035191.tw,035191,金像電元富12購01
tse_035192.tw,035192,南亞科元富0B購02
tse_035193.tw,035193,京元電元富0B購01
tse_035194.tw,035194,聯發科元富0C購05
tse_035195.tw,035195,聯發科元富0C購06
tse_035196.tw,035196,聯發科元富0C購07
tse_035197.tw,035197,奇力新元富0B購03
tse_035198.tw,035198,長榮元富0C購03
tse_035199.tw,035199,長榮元富12購02
tse_03519B.tw,03519B,臺股指元大11熊18
tse_035200.tw,035200,大立光元富0B購03
tse_035201.tw,035201,聯詠元富0C購02
tse_035202.tw,035202,貿聯元富0B購02
tse_035203.tw,035203,臻鼎元富0B購01
tse_035204.tw,035204,愛普元富15購01
tse_035205.tw,035205,緯穎元富0B購01
tse_035206.tw,035206,矽創元富0C購05
tse_035207.tw,035207,長榮麥證0B購03
tse_035208.tw,035208,長榮麥證0B購04
tse_035209.tw,035209,華碩康和0B購02
tse_03520B.tw,03520B,臺股指凱基12熊19
tse_035210.tw,035210,台灣5G富邦11購01
tse_035211.tw,035211,中石化富邦11購01
tse_035212.tw,035212,長榮富邦12購03
tse_035213.tw,035213,萬海中信11購01
tse_035214.tw,035214,臺股指中信13購03
tse_035215.tw,035215,聯電第一15購03
tse_035216.tw,035216,華邦電第一15購01
tse_035217.tw,035217,友達第一15購02
tse_035218.tw,035218,滬深2X國泰11購01
tse_035219.tw,035219,永豐餘國泰11購01
tse_03521B.tw,03521B,臺股指凱基12熊20
tse_035220.tw,035220,中鋼國泰11購03
tse_035221.tw,035221,東鋼國泰11購01
tse_035222.tw,035222,新光鋼國泰11購01
tse_035223.tw,035223,微星國泰11購02
tse_035224.tw,035224,日月光國泰11購02
tse_035225.tw,035225,南電國泰11購02
tse_035226.tw,035226,貿聯康和0B購01
tse_035227.tw,035227,南亞科兆豐0B購01
tse_035228.tw,035228,聯詠兆豐0C購04
tse_035229.tw,035229,南電兆豐0B購01
tse_03522B.tw,03522B,臺股指元大11熊19
tse_035230.tw,035230,中鋼永豐0B購02
tse_035231.tw,035231,允強永豐0B購02
tse_035232.tw,035232,聯電永豐0B購01
tse_035233.tw,035233,國巨永豐0B購01
tse_035234.tw,035234,友達永豐0B購04
tse_035235.tw,035235,萬海永豐0B購03
tse_035236.tw,035236,群創永豐0B購04
tse_035237.tw,035237,台塑群益0C購01
tse_035238.tw,035238,東聯群益0B購02
tse_035239.tw,035239,中鋼群益0B購17
tse_03523B.tw,03523B,臺股指凱基13熊30
tse_035240.tw,035240,大成鋼群益0C購07
tse_035241.tw,035241,上銀群益0B購01
tse_035242.tw,035242,國巨群益0B購06
tse_035243.tw,035243,國巨群益0B購07
tse_035244.tw,035244,華新科群益0B購03
tse_035245.tw,035245,大立光群益0B購06
tse_035246.tw,035246,群創群益0C購07
tse_035247.tw,035247,晶相光群益0B購03
tse_035248.tw,035248,祥碩群益0B購03
tse_035249.tw,035249,聯茂群益0B購01
tse_03524B.tw,03524B,臺股指凱基13熊31
tse_035250.tw,035250,台聚凱基11購01
tse_035251.tw,035251,力鵬凱基0B購01
tse_035252.tw,035252,中纖凱基11購01
tse_035253.tw,035253,中鋼凱基0B購06
tse_035254.tw,035254,中鋼凱基0C購04
tse_035255.tw,035255,中鋼凱基11購04
tse_035256.tw,035256,允強凱基11購01
tse_035257.tw,035257,凌陽凱基11購01
tse_035258.tw,035258,萬海凱基13購01
tse_035259.tw,035259,智原凱基11購02
tse_03525B.tw,03525B,臺股指元大13熊50
tse_035260.tw,035260,晶相光凱基11購01
tse_035261.tw,035261,新唐凱基11購01
tse_035262.tw,035262,安集凱基11購02
tse_035263.tw,035263,愛普凱基11購02
tse_035264.tw,035264,中鋼統一0B購06
tse_035265.tw,035265,大成鋼統一0B購08
tse_035266.tw,035266,友達統一0B購13
tse_035267.tw,035267,群創統一0B購16
tse_035268.tw,035268,聚陽台新0B購01
tse_035269.tw,035269,中鋼台新0C購01
tse_03526B.tw,03526B,臺股指凱基13熊33
tse_035270.tw,035270,台積電台新0B購05
tse_035271.tw,035271,聯發科台新0B購03
tse_035272.tw,035272,萬海台新0B購03
tse_035273.tw,035273,台灣50國票0B購01
tse_035274.tw,035274,台灣50國票0B購02
tse_035275.tw,035275,國喬國票11購01
tse_035276.tw,035276,中石化國票0C購04
tse_035277.tw,035277,華新國票0C購01
tse_035278.tw,035278,大亞國票0B購02
tse_035279.tw,035279,中鋼國票0C購06
tse_03527B.tw,03527B,臺股指凱基14熊25
tse_035280.tw,035280,東鋼國票0C購01
tse_035281.tw,035281,大成鋼國票0C購04
tse_035282.tw,035282,聯電國票0C購04
tse_035283.tw,035283,國巨國票0C購03
tse_035284.tw,035284,國巨國票0C購04
tse_035285.tw,035285,旺宏國票0C購01
tse_035286.tw,035286,宏碁國票0C購02
tse_035287.tw,035287,華碩國票0B購01
tse_035288.tw,035288,華碩國票0C購01
tse_035289.tw,035289,南亞科國票0C購01
tse_03528B.tw,03528B,臺股指元大14熊23
tse_035290.tw,035290,聯發科國票0C購07
tse_035291.tw,035291,萬海國票11購02
tse_035292.tw,035292,聯詠國票0B購05
tse_035293.tw,035293,聯詠國票0B購06
tse_035294.tw,035294,聯詠國票0C購01
tse_035295.tw,035295,晶技國票0C購04
tse_035296.tw,035296,華晶科國票0C購02
tse_035297.tw,035297,新唐國票0C購02
tse_035298.tw,035298,滬深2X富邦13購01
tse_035299.tw,035299,萬海富邦0C購04
tse_03529B.tw,03529B,臺股指元大16熊01
tse_035300.tw,035300,台灣50元大11購07
tse_035301.tw,035301,台灣50元大11購09
tse_035302.tw,035302,台灣50元大11購10
tse_035303.tw,035303,T50反1元大0C購05
tse_035304.tw,035304,T50反1元大0C購06
tse_035305.tw,035305,臺指反元大0C購05
tse_035306.tw,035306,臺指反元大0C購06
tse_035307.tw,035307,永豐餘元大0B購02
tse_035308.tw,035308,中鋼元大12購04
tse_035309.tw,035309,新光鋼元大0B購05
tse_03530B.tw,03530B,臺股指凱基15熊13
tse_035310.tw,035310,允強元大0C購03
tse_035311.tw,035311,國巨元大0B購15
tse_035312.tw,035312,國巨元大11購03
tse_035313.tw,035313,智邦元大0B購01
tse_035314.tw,035314,智邦元大0B購02
tse_035315.tw,035315,佳世達元大0C購03
tse_035316.tw,035316,金像電元大0B購03
tse_035317.tw,035317,超豐元大0B購01
tse_035318.tw,035318,京元電元大0B購04
tse_035319.tw,035319,聯發科元大0C購11
tse_03531B.tw,03531B,臺股指凱基18熊12
tse_035320.tw,035320,聯發科元大11購05
tse_035321.tw,035321,聯發科元大11購06
tse_035322.tw,035322,萬海元大0B購10
tse_035323.tw,035323,萬海元大0B購11
tse_035324.tw,035324,萬海元大0C購08
tse_035325.tw,035325,富邦金元大0B購06
tse_035326.tw,035326,國泰金元大0B購05
tse_035327.tw,035327,聯詠元大0B購03
tse_035328.tw,035328,聯詠元大0B購04
tse_035329.tw,035329,聯詠元大12購02
tse_035330.tw,035330,欣興元大0B購03
tse_035331.tw,035331,台表科元大0B購02
tse_035332.tw,035332,台表科元大0B購03
tse_035333.tw,035333,上証2X元富0B購01
tse_035334.tw,035334,臺指反元富11購01
tse_035335.tw,035335,聯電元富0B購02
tse_035336.tw,035336,聯電元富0B購03
tse_035337.tw,035337,鴻海元富12購15
tse_035338.tw,035338,鴻海元富12購16
tse_035339.tw,035339,國巨元富12購12
tse_035340.tw,035340,國巨元富12購13
tse_035341.tw,035341,台積電元富12購21
tse_035342.tw,035342,台積電元富12購22
tse_035343.tw,035343,富邦金元富12購08
tse_035344.tw,035344,富邦金元富12購09
tse_035345.tw,035345,玉晶光元富12購04
tse_035346.tw,035346,群創元富0B購09
tse_035347.tw,035347,群創元富0B購10
tse_035348.tw,035348,南電元富0B購01
tse_035349.tw,035349,新纖國泰11購01
tse_035350.tw,035350,台玻國泰11購01
tse_035351.tw,035351,榮運國泰11購01
tse_035352.tw,035352,臻鼎國泰11購01
tse_035353.tw,035353,泰豐中信0B購01
tse_035354.tw,035354,萬海中信13購01
tse_035355.tw,035355,聯電兆豐0C購03
tse_035356.tw,035356,國巨兆豐11購01
tse_035357.tw,035357,台積電兆豐0B購04
tse_035358.tw,035358,大立光兆豐0B購01
tse_035359.tw,035359,大立光兆豐0C購01
tse_035360.tw,035360,欣興兆豐0C購02
tse_035361.tw,035361,臻鼎兆豐0C購01
tse_035362.tw,035362,中鋼統一0B購07
tse_035363.tw,035363,中鋼統一0B購08
tse_035364.tw,035364,中鋼統一0B購09
tse_035365.tw,035365,中鋼統一0B購10
tse_035366.tw,035366,萬海統一11購05
tse_035367.tw,035367,台灣50凱基0C購10
tse_035368.tw,035368,T50反1凱基13購04
tse_035369.tw,035369,臺指反凱基13購03
tse_035370.tw,035370,臺指反凱基13購04
tse_035371.tw,035371,南亞凱基0B購02
tse_035372.tw,035372,中石化凱基0B購02
tse_035373.tw,035373,南紡凱基0B購02
tse_035374.tw,035374,東鋼凱基0C購02
tse_035375.tw,035375,泰豐凱基0B購02
tse_035376.tw,035376,廣宇凱基0B購03
tse_035377.tw,035377,華邦電凱基0B購05
tse_035378.tw,035378,南亞科凱基0B購03
tse_035379.tw,035379,裕民凱基0B購02
tse_035380.tw,035380,萬海凱基0B購05
tse_035381.tw,035381,國泰金凱基0B購06
tse_035382.tw,035382,嘉澤凱基0B購01
tse_035383.tw,035383,大銀凱基0B購01
tse_035384.tw,035384,和碩凱基0B購01
tse_035385.tw,035385,台郡凱基0C購01
tse_035386.tw,035386,台聚永豐0B購02
tse_035387.tw,035387,台達化永豐0B購01
tse_035388.tw,035388,聯成永豐0B購02
tse_035389.tw,035389,中石化永豐0B購02
tse_035390.tw,035390,儒鴻永豐0B購02
tse_035391.tw,035391,聚陽永豐0B購01
tse_035392.tw,035392,正隆永豐0B購01
tse_035393.tw,035393,榮成永豐0B購01
tse_035394.tw,035394,泰豐永豐0B購01
tse_035395.tw,035395,萬海永豐0B購04
tse_035396.tw,035396,奇鋐永豐0B購01
tse_035397.tw,035397,玉晶光永豐0B購05
tse_035398.tw,035398,大銀永豐0B購01
tse_035399.tw,035399,寶成永豐0B購01
tse_035400.tw,035400,儒鴻元富0C購03
tse_035401.tw,035401,儒鴻元富0C購04
tse_035402.tw,035402,華邦電元富0C購04
tse_035403.tw,035403,宏碁元富13購01
tse_035404.tw,035404,開發金元富13購01
tse_035405.tw,035405,玉晶光元富13購02
tse_035406.tw,035406,帆宣元富13購01
tse_035407.tw,035407,台表科元富0C購01
tse_035408.tw,035408,友達康和0C購01
tse_035409.tw,035409,群創康和0C購01
tse_035410.tw,035410,富邦金麥證0B購03
tse_035411.tw,035411,國泰金麥證0B購02
tse_035412.tw,035412,台塑元大0B購01
tse_035413.tw,035413,華夏元大0B購03
tse_035414.tw,035414,南紡元大0B購05
tse_035415.tw,035415,大亞元大0B購06
tse_035416.tw,035416,大亞元大0B購07
tse_035417.tw,035417,東鋼元大0B購04
tse_035418.tw,035418,東鋼元大0B購05
tse_035419.tw,035419,大成鋼元大0B購14
tse_035420.tw,035420,新光鋼元大0B購06
tse_035421.tw,035421,新光鋼元大0C購03
tse_035422.tw,035422,聯電元大0B購05
tse_035423.tw,035423,聯電元大11購03
tse_035424.tw,035424,國巨元大0C購11
tse_035425.tw,035425,國巨元大11購04
tse_035426.tw,035426,京元電元大11購02
tse_035427.tw,035427,聯發科元大0C購12
tse_035428.tw,035428,聯發科元大11購07
tse_035429.tw,035429,中工元大0B購01
tse_035430.tw,035430,萬海元大0C購09
tse_035431.tw,035431,萬海元大13購01
tse_035432.tw,035432,富邦金元大11購04
tse_035433.tw,035433,聯詠元大0B購05
tse_035434.tw,035434,聯詠元大0B購06
tse_035435.tw,035435,欣興元大0B購04
tse_035436.tw,035436,欣興元大0C購02
tse_035437.tw,035437,創意元大0B購02
tse_035438.tw,035438,群創元大0B購14
tse_035439.tw,035439,群創元大0B購15
tse_035440.tw,035440,群創元大11購02
tse_035441.tw,035441,寶成元大0B購02
tse_035442.tw,035442,臺股指元大0C購29
tse_035443.tw,035443,臺股指元大0C購30
tse_035444.tw,035444,臺股指元大0C購31
tse_035445.tw,035445,台泥國票0C購02
tse_035446.tw,035446,華新國票0C購02
tse_035447.tw,035447,聯電國票0B購05
tse_035448.tw,035448,聯電國票11購02
tse_035449.tw,035449,廣宇國票0C購01
tse_035450.tw,035450,順德國票0C購01
tse_035451.tw,035451,金像電國票0C購01
tse_035452.tw,035452,微星國票0C購02
tse_035453.tw,035453,聯發科國票0B購09
tse_035454.tw,035454,聯發科國票0C購08
tse_035455.tw,035455,聯發科國票11購05
tse_035456.tw,035456,華新科國票0C購02
tse_035457.tw,035457,萬海國票11購03
tse_035458.tw,035458,富邦金國票0B購04
tse_035459.tw,035459,富邦金國票0B購05
tse_035460.tw,035460,富邦金國票0C購02
tse_035461.tw,035461,奇鋐國票0C購01
tse_035462.tw,035462,欣興國票0C購04
tse_035463.tw,035463,景碩國票0C購01
tse_035464.tw,035464,玉晶光國票0B購03
tse_035465.tw,035465,玉晶光國票0B購04
tse_035466.tw,035466,創意國票0C購01
tse_035467.tw,035467,健策國票0C購02
tse_035468.tw,035468,貿聯國票0C購01
tse_035469.tw,035469,日月光國票0C購02
tse_035470.tw,035470,台表科國票0C購02
tse_035471.tw,035471,緯穎國票0C購03
tse_035472.tw,035472,台灣50富邦0B購02
tse_035473.tw,035473,T50反1富邦0C購01
tse_035474.tw,035474,儒鴻富邦0C購01
tse_035475.tw,035475,國泰金富邦13購02
tse_035476.tw,035476,大立光富邦13購03
tse_035477.tw,035477,T50反1群益11購01
tse_035478.tw,035478,元油反群益0B購01
tse_035479.tw,035479,聚陽群益0C購02
tse_035480.tw,035480,榮成群益0B購01
tse_035481.tw,035481,台積電群益0B購10
tse_035482.tw,035482,凌陽群益0B購02
tse_035483.tw,035483,萬海群益13購01
tse_035484.tw,035484,萬海群益13購02
tse_035485.tw,035485,萬海群益13購03
tse_035486.tw,035486,富邦金群益11購04
tse_035487.tw,035487,國泰金群益0C購01
tse_035488.tw,035488,新光金群益0C購02
tse_035489.tw,035489,群創群益0C購08
tse_035490.tw,035490,臺股指群益0B購08
tse_035491.tw,035491,臺股指群益0B購09
tse_035492.tw,035492,國巨國泰12購01
tse_035493.tw,035493,旺宏國泰13購01
tse_035494.tw,035494,金像電國泰12購01
tse_035495.tw,035495,友達國泰12購01
tse_035496.tw,035496,聯發科國泰12購01
tse_035497.tw,035497,聯發科國泰14購01
tse_035498.tw,035498,富邦金國泰12購01
tse_035499.tw,035499,欣興國泰13購01
tse_035500.tw,035500,玉晶光國泰12購01
tse_035501.tw,035501,大成鋼凱基0B購08
tse_035502.tw,035502,聯電凱基0B購05
tse_035503.tw,035503,鴻海凱基12購03
tse_035504.tw,035504,聯發科凱基0B購09
tse_035505.tw,035505,宏達電凱基0B購02
tse_035506.tw,035506,王品凱基0B購01
tse_035507.tw,035507,富邦金凱基0C購01
tse_035508.tw,035508,台灣50中信0B購03
tse_035509.tw,035509,滬深2X中信0C購01
tse_035510.tw,035510,永豐金中信0B購01
tse_035511.tw,035511,玉晶光中信0B購01
tse_035512.tw,035512,華夏永豐0B購01
tse_035513.tw,035513,正新永豐0B購01
tse_035514.tw,035514,燿華永豐0B購01
tse_035515.tw,035515,金像電永豐0B購01
tse_035516.tw,035516,凌陽永豐0B購02
tse_035517.tw,035517,超豐永豐0B購01
tse_035518.tw,035518,華晶科永豐0B購01
tse_035519.tw,035519,玉晶光永豐0B購06
tse_035520.tw,035520,愛普永豐0B購03
tse_035521.tw,035521,滬深2X群益0B購02
tse_035522.tw,035522,國喬群益0B購02
tse_035523.tw,035523,中石化群益0C購02
tse_035524.tw,035524,儒鴻群益0B購01
tse_035525.tw,035525,中鋼群益0C購08
tse_035526.tw,035526,為升群益0B購01
tse_035527.tw,035527,聯電群益0C購03
tse_035528.tw,035528,華通群益0C購01
tse_035529.tw,035529,宏達電群益0C購05
tse_035530.tw,035530,亞光群益0B購02
tse_035531.tw,035531,臻鼎群益0C購03
tse_035532.tw,035532,鴻海兆豐12購01
tse_035533.tw,035533,金像電兆豐0C購02
tse_035534.tw,035534,聯發科兆豐0B購04
tse_035535.tw,035535,華新科兆豐0B購01
tse_035536.tw,035536,南電兆豐13購01
tse_035537.tw,035537,儒鴻統一0B購02
tse_035538.tw,035538,儒鴻統一0C購02
tse_035539.tw,035539,聚陽統一0B購05
tse_035540.tw,035540,台玻統一0C購04
tse_035541.tw,035541,東鋼統一0B購04
tse_035542.tw,035542,聯電統一0B購12
tse_035543.tw,035543,聯電統一0C購08
tse_035544.tw,035544,國巨統一0B購07
tse_035545.tw,035545,國巨統一0C購02
tse_035546.tw,035546,光罩統一0C購04
tse_035547.tw,035547,華邦電統一0B購06
tse_035548.tw,035548,金像電統一12購01
tse_035549.tw,035549,友達統一0B購14
tse_035550.tw,035550,友達統一0B購15
tse_035551.tw,035551,華新科統一0B購03
tse_035552.tw,035552,裕民統一0C購04
tse_035553.tw,035553,聯詠統一0B購08
tse_035554.tw,035554,欣興統一0B購05
tse_035555.tw,035555,欣興統一0B購06
tse_035556.tw,035556,玉晶光統一0C購03
tse_035557.tw,035557,創意統一0B購06
tse_035558.tw,035558,群創統一0B購17
tse_035559.tw,035559,群創統一0B購18
tse_035560.tw,035560,群創統一0B購19
tse_035561.tw,035561,新唐統一0C購06
tse_035562.tw,035562,愛普統一0C購02
tse_035563.tw,035563,愛普統一13購01
tse_035564.tw,035564,愛普統一14購01
tse_035565.tw,035565,愛普統一14購02
tse_035566.tw,035566,中石化元富12購03
tse_035567.tw,035567,旺宏元富0C購02
tse_035568.tw,035568,佳世達元富0C購02
tse_035569.tw,035569,廣達元富0B購01
tse_035570.tw,035570,聯發科元富12購11
tse_035571.tw,035571,裕民元富13購01
tse_035572.tw,035572,裕民元富13購02
tse_035573.tw,035573,長榮航元富12購01
tse_035574.tw,035574,聯詠元富12購01
tse_035575.tw,035575,欣興元富12購03
tse_035576.tw,035576,玉晶光元富13購03
tse_035577.tw,035577,國泰金康和0B購02
tse_035578.tw,035578,台灣50元大0B購12
tse_035579.tw,035579,台灣50元大0B購13
tse_035580.tw,035580,台灣50元大0B購14
tse_035581.tw,035581,上証2X元大0C購04
tse_035582.tw,035582,滬深2X元大0C購08
tse_035583.tw,035583,滬深2X元大0C購09
tse_035584.tw,035584,中石化元大0B購05
tse_035585.tw,035585,中鋼元大0B購12
tse_035586.tw,035586,中鋼元大0B購13
tse_035587.tw,035587,中鋼元大0C購04
tse_035588.tw,035588,東鋼元大0C購03
tse_035589.tw,035589,允強元大0B購03
tse_035590.tw,035590,泰豐元大0B購02
tse_035591.tw,035591,聯電元大0B購06
tse_035592.tw,035592,聯電元大0C購10
tse_035593.tw,035593,國巨元大0B購17
tse_035594.tw,035594,國巨元大0C購12
tse_035595.tw,035595,華邦電元大0C購05
tse_035596.tw,035596,華邦電元大0C購06
tse_035597.tw,035597,聯發科元大0B購13
tse_035598.tw,035598,聯發科元大0B購14
tse_035599.tw,035599,裕民元大0B購07
tse_035600.tw,035600,中壽元大0B購01
tse_035601.tw,035601,富邦金元大0B購07
tse_035602.tw,035602,開發金元大0C購01
tse_035603.tw,035603,奇鋐元大0B購02
tse_035604.tw,035604,欣興元大0B購05
tse_035605.tw,035605,欣興元大0B購06
tse_035606.tw,035606,玉晶光元大0B購05
tse_035607.tw,035607,玉晶光元大0C購05
tse_035608.tw,035608,群創元大0B購16
tse_035609.tw,035609,群創元大0B購17
tse_035610.tw,035610,世紀鋼元大12購01
tse_035611.tw,035611,T50反1國票0C購02
tse_035612.tw,035612,T50反1國票12購01
tse_035613.tw,035613,T50反1國票12購02
tse_035614.tw,035614,T50反1國票13購01
tse_035615.tw,035615,台聚國票0C購02
tse_035616.tw,035616,亞聚國票0C購02
tse_035617.tw,035617,聯成國票0C購01
tse_035618.tw,035618,中興電國票0C購01
tse_035619.tw,035619,台玻國票0C購05
tse_035620.tw,035620,榮成國票0C購01
tse_035621.tw,035621,光罩國票0C購03
tse_035622.tw,035622,智邦國票0C購02
tse_035623.tw,035623,佳世達國票0C購01
tse_035624.tw,035624,凌陽國票0C購02
tse_035625.tw,035625,裕民國票0C購04
tse_035626.tw,035626,智原國票0C購02
tse_035627.tw,035627,和鑫國票0B購01
tse_035628.tw,035628,同欣電國票0C購01
tse_035629.tw,035629,南電國票0C購01
tse_035630.tw,035630,臺股指國票0B購18
tse_035631.tw,035631,臺股指國票0B購19
tse_035632.tw,035632,臺股指國票0B購20
tse_035633.tw,035633,臺股指國票0C購01
tse_035634.tw,035634,中鋼富邦13購03
tse_035635.tw,035635,鴻海富邦13購03
tse_035636.tw,035636,華邦電富邦12購01
tse_035637.tw,035637,南亞科富邦13購01
tse_035638.tw,035638,玉晶光富邦13購01
tse_035639.tw,035639,群創富邦13購01
tse_035640.tw,035640,愛普富邦0C購01
tse_035641.tw,035641,高股息中信12購01
tse_035642.tw,035642,上証2X中信0C購01
tse_035643.tw,035643,滬深2X中信12購01
tse_035644.tw,035644,旺宏群益0C購07
tse_035645.tw,035645,華邦電群益0B購12
tse_035646.tw,035646,祥碩群益0B購04
tse_035647.tw,035647,瀚宇博群益0C購01
tse_035648.tw,035648,南六群益0B購01
tse_035649.tw,035649,台積電兆豐0B購05
tse_035650.tw,035650,國泰金兆豐12購01
tse_035651.tw,035651,亞光兆豐12購01
tse_035652.tw,035652,晶技兆豐0C購01
tse_035653.tw,035653,大亞國泰12購01
tse_035654.tw,035654,大成鋼國泰12購01
tse_035655.tw,035655,新光鋼國泰12購01
tse_035656.tw,035656,廣宇國泰12購01
tse_035657.tw,035657,光罩國泰12購01
tse_035658.tw,035658,友達國泰12購02
tse_035659.tw,035659,祥碩國泰12購01
tse_035660.tw,035660,台表科國泰12購01
tse_035661.tw,035661,愛普國泰12購01
tse_035662.tw,035662,愛普國泰12購02
tse_035663.tw,035663,燁輝統一13購01
tse_035664.tw,035664,聯電統一0B購13
tse_035665.tw,035665,旺宏統一0C購01
tse_035666.tw,035666,華邦電統一0B購07
tse_035667.tw,035667,南亞科統一0C購05
tse_035668.tw,035668,裕民統一13購02
tse_035669.tw,035669,祥碩統一0C購04
tse_035670.tw,035670,愛普統一0B購01
tse_035671.tw,035671,愛普統一12購01
tse_035672.tw,035672,南紡第一15購01
tse_035673.tw,035673,聯發科第一15購05
tse_035674.tw,035674,裕民第一15購01
tse_035675.tw,035675,東鋼永豐0B購01
tse_035676.tw,035676,微星永豐0B購02
tse_035677.tw,035677,瑞昱永豐0B購01
tse_035678.tw,035678,晶技永豐0B購02
tse_035679.tw,035679,祥碩永豐0B購02
tse_035680.tw,035680,惠特永豐0B購01
tse_035681.tw,035681,上証2X凱基12購02
tse_035682.tw,035682,滬深2X凱基12購02
tse_035683.tw,035683,鴻海凱基0C購05
tse_035684.tw,035684,光罩凱基0C購01
tse_035685.tw,035685,瑞昱凱基0B購03
tse_035686.tw,035686,晶技凱基0B購04
